n_tokens,n_chars,n_lines,valid_chunk
279,1005,22,True
282,989,23,True
286,1005,24,True
282,983,24,True
289,1015,25,True
280,976,24,True
286,1011,25,True
285,986,25,True
292,992,25,True
285,980,25,True
283,978,25,True
297,1017,25,True
291,975,24,True
298,1006,25,True
300,1017,25,True
264,939,22,True
25,97,4,False
288,969,21,True
283,970,21,True
278,974,21,True
294,1015,22,True
287,1007,22,True
275,983,21,True
3,17,1,False
308,992,22,True
309,1004,23,True
316,1010,23,True
305,1000,22,True
297,992,22,True
306,1019,22,True
290,979,21,True
287,990,22,True
293,1018,23,True
294,1015,23,True
286,1016,24,True
288,1004,24,True
262,939,23,True
21,85,4,False
292,988,26,True
291,991,24,True
307,1022,24,True
288,976,22,True
299,1018,23,True
293,999,23,True
2,12,1,False
297,1003,22,True
297,1020,22,True
288,999,21,True
291,1006,21,True
299,1018,22,True
279,970,22,True
297,999,23,True
294,1003,24,True
292,1017,26,True
277,983,25,True
211,595,13,True
296,1000,24,True
283,972,23,True
299,1016,24,True
289,985,23,True
2,13,1,False
279,1017,24,True
272,992,23,True
264,990,22,True
240,895,29,True
284,998,25,True
291,1016,25,True
284,998,25,True
294,1020,26,True
289,995,25,True
295,1008,25,True
287,1009,23,True
272,976,22,True
276,992,22,True
278,1015,23,True
267,966,22,True
270,1006,22,True
276,1009,22,True
277,1000,22,True
286,1003,22,True
285,990,23,True
284,982,23,True
287,1012,23,True
295,1016,24,True
289,1014,26,True
294,1004,26,True
285,970,26,True
290,990,26,True
283,984,25,True
285,976,24,True
284,998,25,True
280,995,25,True
285,989,25,True
271,954,22,True
276,1003,23,True
274,1004,22,True
261,983,21,True
262,974,21,True
257,981,21,True
276,1017,22,True
276,992,22,True
278,996,22,True
267,976,23,True
276,988,23,True
282,1012,24,True
261,972,23,True
268,979,23,True
269,983,23,True
276,1018,24,True
279,1016,24,True
272,995,24,True
270,1002,24,True
277,1003,25,True
279,1012,26,True
271,1002,26,True
279,1013,27,True
272,1000,26,True
265,971,25,True
272,991,26,True
283,1018,27,True
269,970,26,True
258,958,25,True
269,984,26,True
270,985,25,True
270,992,24,True
263,979,23,True
266,1001,22,True
252,954,20,True
261,976,20,True
271,973,20,True
287,982,20,True
298,1009,20,True
296,1021,20,True
298,987,20,True
298,985,20,True
313,1016,22,True
297,987,22,True
290,996,21,True
289,974,21,True
309,1011,22,True
303,1012,23,True
299,1013,23,True
303,1008,23,True
300,1018,24,True
