n_tokens,n_chars,n_lines,valid_chunk
177,635,14,True
175,602,15,True
174,636,16,True
188,640,17,True
173,622,15,True
178,653,16,True
166,622,13,True
170,634,14,True
178,637,15,True
186,632,15,True
167,602,14,True
178,630,14,True
175,615,14,True
181,644,14,True
180,603,15,True
169,617,13,True
181,634,14,True
191,614,19,True
183,611,16,True
244,1065,21,True
181,619,15,True
179,640,16,True
178,625,15,True
170,606,15,True
189,626,16,True
181,618,14,True
172,628,15,True
172,606,14,True
221,834,19,True
285,1078,27,True
185,625,14,True
156,611,12,True
182,611,14,True
184,625,13,True
162,607,13,True
184,621,16,True
167,623,15,True
187,640,15,True
169,625,13,True
177,618,15,True
178,626,16,True
185,636,16,True
188,621,14,True
186,618,14,True
170,624,14,True
181,659,15,True
163,609,14,True
174,641,14,True
167,620,16,True
167,606,14,True
167,601,14,True
173,607,15,True
166,606,13,True
174,629,14,True
185,642,14,True
161,601,13,True
183,636,16,True
172,614,14,True
173,626,15,True
156,622,14,True
176,619,15,True
297,1141,24,True
229,781,18,True
333,1237,25,True
215,785,16,True
146,685,14,True
157,606,27,True
177,634,11,True
160,617,13,True
169,644,14,True
169,628,13,True
165,629,12,True
276,1065,21,True
138,603,12,True
292,1080,26,True
169,636,16,True
181,638,13,True
162,614,12,True
162,620,12,True
173,630,14,True
164,634,12,True
146,604,12,True
175,601,12,True
160,624,11,True
166,629,13,True
195,694,14,True
374,1278,23,True
268,984,18,True
153,612,14,True
383,1463,27,True
234,1094,20,True
150,614,12,True
172,643,15,True
170,639,13,True
162,634,13,True
392,1350,27,True
416,1560,32,True
138,613,13,True
168,637,13,True
163,621,13,True
174,642,14,True
245,923,20,True
158,632,14,True
186,634,13,True
159,619,13,True
181,610,12,True
189,612,11,True
210,663,15,True
186,632,13,True
173,606,12,True
204,643,13,True
189,616,12,True
191,618,13,True
366,1312,27,True
486,1798,38,True
169,640,16,True
170,628,14,True
182,645,14,True
184,629,14,True
170,658,15,True
170,603,14,True
166,613,13,True
165,642,13,True
170,635,14,True
188,776,14,True
319,1171,24,True
161,620,14,True
458,1742,35,True
169,634,13,True
301,1066,21,True
178,631,14,True
185,652,13,True
170,609,10,True
171,619,12,True
180,602,14,True
178,635,11,True
194,662,12,True
197,711,12,True
113,620,12,False
173,645,12,True
172,630,13,True
170,612,13,True
177,607,13,True
162,610,15,True
501,1731,35,True
156,625,13,True
166,633,14,True
161,624,13,True
166,606,12,True
163,603,13,True
161,632,16,True
178,612,13,True
197,653,11,True
180,610,9,True
393,1496,30,True
168,626,14,True
160,654,13,True
180,612,15,True
174,628,14,True
177,607,13,True
210,636,11,True
197,639,14,True
156,608,13,True
167,792,15,True
172,620,14,True
164,609,13,True
182,641,13,True
180,644,14,True
184,648,14,True
169,626,13,True
158,614,12,True
179,628,13,True
179,611,12,True
169,622,13,True
165,638,13,True
170,616,13,True
170,642,13,True
175,604,13,True
178,612,13,True
178,635,13,True
180,608,12,True
183,630,14,True
181,642,13,True
167,626,13,True
173,627,13,True
402,1525,31,True
167,693,13,True
159,625,14,True
160,627,13,True
178,652,11,True
172,614,13,True
149,610,13,True
250,998,19,True
299,1070,22,True
232,1075,21,True
162,614,12,True
163,610,13,True
168,605,12,True
249,821,17,True
161,615,13,True
185,614,14,True
177,607,13,True
171,606,13,True
171,645,14,True
163,601,13,True
177,659,14,True
153,613,13,True
166,646,14,True
175,630,11,True
157,609,13,True
174,636,12,True
186,633,14,True
165,631,13,True
167,611,11,True
191,648,12,True
283,977,20,True
384,1380,28,True
157,627,15,True
171,645,14,True
168,617,13,True
178,629,15,True
168,604,12,True
188,636,13,True
159,612,13,True
161,616,10,True
172,626,12,True
169,619,10,True
165,618,12,True
165,643,14,True
182,624,14,True
182,625,12,True
153,631,13,True
180,631,14,True
158,609,14,True
166,623,14,True
136,664,13,True
215,790,16,True
388,1401,30,True
182,651,14,True
172,607,12,True
183,636,14,True
174,642,14,True
164,608,12,True
165,644,13,True
192,649,11,True
196,697,11,True
144,611,13,True
164,639,14,True
161,618,13,True
172,631,14,True
184,649,15,True
140,602,12,True
172,644,14,True
162,645,13,True
173,612,13,True
195,632,13,True
200,652,13,True
186,761,27,True
169,602,20,True
171,623,14,True
176,633,13,True
179,647,14,True
161,630,14,True
157,607,13,True
161,626,13,True
168,614,13,True
246,853,18,True
165,683,13,True
166,679,13,True
163,614,12,True
172,637,13,True
156,601,13,True
194,638,17,True
177,631,12,True
155,604,13,True
162,604,13,True
169,625,13,True
171,645,13,True
171,645,14,True
165,635,12,True
164,633,14,True
294,1130,22,True
362,1319,29,True
164,637,15,True
399,1492,31,True
166,614,13,True
171,621,13,True
181,624,15,True
248,941,20,True
162,752,15,True
171,614,12,True
342,1100,24,True
163,607,12,True
151,608,13,True
167,621,13,True
185,611,14,True
178,610,13,True
246,836,17,True
254,848,17,True
169,639,18,True
174,613,13,True
186,606,13,True
176,635,14,True
161,622,13,True
166,627,14,True
165,640,14,True
200,741,16,True
475,1724,36,True
191,716,16,True
157,641,17,True
149,615,13,True
160,624,13,True
176,630,13,True
160,615,13,True
163,603,13,True
164,601,12,True
181,630,13,True
223,789,17,True
185,612,14,True
121,604,11,False
165,608,14,True
173,601,13,True
161,610,13,True
187,630,13,True
185,617,13,True
202,611,16,True
178,643,14,True
176,605,12,True
170,604,13,True
167,617,13,True
174,624,13,True
166,621,14,True
175,629,13,True
432,1526,35,True
522,1774,38,True
503,1749,38,True
177,636,17,True
174,660,15,True
171,646,14,True
167,628,13,True
163,605,13,True
164,614,13,True
175,636,14,True
189,612,14,True
182,631,14,True
166,630,12,True
176,619,13,True
169,603,13,True
156,618,13,True
175,618,13,True
168,619,16,True
179,624,13,True
177,637,13,True
166,618,13,True
173,650,13,True
179,636,15,True
191,643,14,True
175,620,13,True
180,617,14,True
403,1460,31,True
174,645,15,True
166,642,14,True
